customer_id,age,gender,tenure_months,monthly_usage_hours,support_calls,payment_delay_days,subscription_type,contract_length_months,total_spend,churn,last_interaction_date
393385.0,31.0,Female,1.0,15.0,3.0,6.0,Standard,12.0,746.75,0.0,2023-12-23
353418.0,21.0,Male,6.0,2.0,1.0,12.0,Basic,12.0,501.74,0.0,2023-12-30
184980.0,56.0,Male,43.0,16.0,0.0,13.0,Standard,3.0,670.0,1.0,2023-12-02
248002.0,56.0,Male,9.0,30.0,9.0,7.0,Standard,12.0,809.96,1.0,2023-12-21
57219.0,30.0,Female,25.0,27.0,9.0,20.0,Premium,3.0,865.0,1.0,2023-12-24
342939.0,45.0,Male,31.0,24.0,4.0,0.0,Basic,12.0,903.16,0.0,2023-12-09
275120.0,47.0,Female,58.0,11.0,2.0,7.0,Basic,3.0,667.27,0.0,2023-12-18
201331.0,33.0,Female,29.0,27.0,6.0,18.0,Premium,3.0,405.0,1.0,2023-12-20
144809.0,34.0,Female,8.0,3.0,3.0,15.0,Standard,3.0,334.0,1.0,2023-12-04
147232.0,56.0,Female,53.0,20.0,5.0,30.0,Standard,3.0,603.0,1.0,2023-12-18
409100.0,20.0,Male,14.0,13.0,2.0,7.0,Standard,12.0,545.42,0.0,2023-12-07
255613.0,32.0,Male,2.0,16.0,7.0,30.0,Premium,3.0,691.61,1.0,2023-12-31
404043.0,27.0,Male,25.0,22.0,1.0,13.0,Standard,3.0,580.56,0.0,2023-12-13
72555.0,31.0,Female,33.0,18.0,2.0,20.0,Premium,12.0,562.0,1.0,2023-12-09
219537.0,38.0,Male,13.0,21.0,9.0,16.0,Standard,12.0,514.14,1.0,2023-12-03
16797.0,51.0,Male,40.0,28.0,2.0,2.0,Basic,12.0,513.0,1.0,2023-12-04
414223.0,46.0,Female,44.0,14.0,1.0,16.0,Premium,3.0,672.26,0.0,2023-12-18
396136.0,40.0,Male,31.0,19.0,1.0,20.0,Premium,3.0,551.47,0.0,2023-12-22
23841.0,22.0,Male,52.0,20.0,7.0,6.0,Standard,3.0,763.0,1.0,2023-12-16
184517.0,32.0,Female,2.0,26.0,0.0,11.0,Standard,3.0,946.0,0.0,2023-12-27
438278.0,37.0,Female,38.0,23.0,0.0,10.0,Premium,3.0,924.95,0.0,2023-12-27
261163.0,46.0,Female,38.0,6.0,0.0,4.0,Basic,3.0,945.58,0.0,2023-12-21
322821.0,50.0,Female,57.0,2.0,3.0,6.0,Premium,12.0,748.29,0.0,2023-12-22
397617.0,24.0,Male,27.0,14.0,1.0,14.0,Basic,12.0,510.98,0.0,2023-12-25
46952.0,64.0,Female,49.0,13.0,5.0,14.0,Premium,12.0,268.0,1.0,2023-12-04
40180.0,25.0,Male,8.0,13.0,4.0,27.0,Standard,1.0,505.0,1.0,2023-12-21
55402.0,50.0,Female,19.0,16.0,2.0,5.0,Basic,12.0,295.0,1.0,2023-12-09
284421.0,34.0,Male,2.0,14.0,2.0,17.0,Standard,3.0,600.28,0.0,2023-12-12
364555.0,35.0,Male,55.0,10.0,0.0,7.0,Standard,12.0,735.89,0.0,2023-12-20
441215.0,46.0,Male,40.0,2.0,1.0,3.0,Premium,12.0,655.92,0.0,2023-12-31
405223.0,48.0,Male,31.0,21.0,0.0,3.0,Basic,3.0,993.03,0.0,2023-12-28
15875.0,42.0,Male,20.0,29.0,0.0,27.0,Premium,1.0,334.0,1.0,2023-12-27
188398.0,41.0,Male,18.0,21.0,7.0,16.0,Premium,3.0,804.0,1.0,2023-12-07
311820.0,48.0,Male,37.0,22.0,4.0,4.0,Basic,12.0,852.18,0.0,2023-12-14
383414.0,48.0,Female,37.0,25.0,1.0,11.0,Standard,3.0,929.67,0.0,2023-12-24
266274.0,24.0,Female,1.0,18.0,1.0,6.0,Standard,12.0,670.84,0.0,2023-12-26
447445.0,34.0,Male,54.0,2.0,3.0,6.0,Standard,12.0,575.23,0.0,2023-12-15
341828.0,20.0,Male,44.0,18.0,2.0,5.0,Standard,12.0,653.34,0.0,2023-12-10
434224.0,40.0,Female,33.0,5.0,4.0,4.0,Standard,12.0,913.0,0.0,2023-12-20
391716.0,37.0,Male,44.0,6.0,2.0,3.0,Basic,12.0,978.49,0.0,2023-12-24
366924.0,46.0,Male,55.0,15.0,2.0,14.0,Standard,3.0,606.0,0.0,2023-12-13
188470.0,56.0,Female,17.0,29.0,4.0,14.0,Standard,3.0,867.0,1.0,2023-12-12
55327.0,65.0,Male,53.0,6.0,10.0,9.0,Standard,1.0,463.0,1.0,2023-12-24
278617.0,41.0,Male,31.0,1.0,0.0,8.0,Premium,12.0,812.12,0.0,2023-12-07
739.0,36.0,Female,34.0,5.0,1.0,11.0,Premium,12.0,516.0,1.0,2023-12-11
250244.0,30.0,Male,60.0,22.0,9.0,21.0,Premium,3.0,980.82,1.0,2023-12-26
318445.0,36.0,Male,15.0,26.0,3.0,1.0,Standard,3.0,872.41,0.0,2023-12-17
294723.0,40.0,Male,8.0,12.0,1.0,8.0,Premium,12.0,615.93,0.0,2023-12-31
370864.0,25.0,Male,44.0,2.0,0.0,16.0,Premium,12.0,583.93,0.0,2023-12-20
210339.0,59.0,Female,38.0,12.0,10.0,22.0,Basic,3.0,949.3,1.0,2023-12-31
172134.0,39.0,Female,36.0,13.0,3.0,1.0,Premium,12.0,434.0,1.0,2023-12-19
67739.0,23.0,Male,14.0,7.0,8.0,7.0,Basic,3.0,473.0,1.0,2023-12-21
113184.0,36.0,Female,34.0,29.0,2.0,3.0,Premium,1.0,145.0,1.0,2023-12-03
372724.0,40.0,Male,6.0,30.0,1.0,3.0,Basic,12.0,559.05,0.0,2023-12-20
230955.0,34.0,Female,30.0,16.0,9.0,11.0,Premium,12.0,172.07,1.0,2023-12-28
39426.0,64.0,Female,1.0,15.0,1.0,22.0,Basic,3.0,963.0,1.0,2023-12-15
310348.0,44.0,Male,17.0,14.0,4.0,17.0,Standard,12.0,870.78,0.0,2023-12-21
207003.0,52.0,Female,4.0,7.0,2.0,15.0,Basic,3.0,495.95,1.0,2023-12-08
30112.0,58.0,Male,39.0,22.0,8.0,16.0,Basic,12.0,370.0,1.0,2023-12-29
14085.0,47.0,Male,46.0,28.0,6.0,9.0,Standard,1.0,353.0,1.0,2023-12-30
369234.0,26.0,Male,37.0,5.0,2.0,15.0,Basic,12.0,980.55,0.0,2023-12-21
383010.0,19.0,Male,29.0,15.0,1.0,4.0,Standard,3.0,566.89,0.0,2023-12-25
5153.0,38.0,Male,39.0,20.0,7.0,13.0,Standard,3.0,776.0,1.0,2023-12-15
152912.0,30.0,Male,24.0,16.0,3.0,7.0,Standard,1.0,997.0,1.0,2023-12-19
338246.0,28.0,Male,18.0,17.0,2.0,9.0,Standard,3.0,733.29,0.0,2023-12-21
161878.0,35.0,Male,38.0,11.0,1.0,7.0,Basic,12.0,917.0,0.0,2023-12-16
165623.0,31.0,Female,43.0,9.0,0.0,2.0,Basic,1.0,961.0,1.0,2023-12-30
192071.0,51.0,Female,31.0,20.0,4.0,21.0,Premium,12.0,778.0,1.0,2023-12-31
159170.0,51.0,Female,11.0,5.0,1.0,11.0,Premium,3.0,975.0,1.0,2023-12-16
296281.0,34.0,Male,39.0,29.0,0.0,0.0,Basic,12.0,726.15,0.0,2023-12-26
228661.0,31.0,Female,57.0,10.0,5.0,4.0,Basic,1.0,491.89,1.0,2023-12-28
367689.0,48.0,Female,55.0,28.0,0.0,8.0,Standard,3.0,984.04,0.0,2023-12-31
240716.0,42.0,Female,4.0,24.0,0.0,20.0,Standard,1.0,707.74,1.0,2023-12-08
186792.0,57.0,Female,29.0,18.0,7.0,16.0,Premium,1.0,191.0,1.0,2023-12-30
200323.0,55.0,Female,38.0,1.0,2.0,16.0,Premium,12.0,548.0,1.0,2023-12-07
316680.0,33.0,Male,25.0,10.0,1.0,1.0,Basic,12.0,980.41,0.0,2023-12-30
202816.0,18.0,Male,52.0,13.0,6.0,17.0,Premium,1.0,956.0,1.0,2023-12-08
272370.0,37.0,Female,51.0,27.0,1.0,13.0,Basic,3.0,912.66,0.0,2023-12-20
110695.0,56.0,Female,8.0,27.0,2.0,16.0,Premium,12.0,641.0,1.0,2023-12-27
319576.0,44.0,Female,23.0,15.0,4.0,2.0,Standard,12.0,679.04,0.0,2023-12-17
114161.0,28.0,Female,40.0,8.0,9.0,26.0,Basic,12.0,341.0,1.0,2023-12-23
270826.0,40.0,Male,8.0,27.0,0.0,13.0,Standard,12.0,636.06,0.0,2023-12-08
196293.0,55.0,Female,19.0,4.0,4.0,25.0,Standard,12.0,295.0,1.0,2023-12-03
100479.0,21.0,Female,10.0,29.0,9.0,30.0,Premium,3.0,749.0,1.0,2023-12-30
291997.0,44.0,Female,42.0,4.0,2.0,19.0,Standard,12.0,797.32,0.0,2023-12-23
50337.0,31.0,Female,24.0,20.0,2.0,19.0,Premium,1.0,388.0,1.0,2023-12-05
114370.0,21.0,Male,38.0,12.0,2.0,7.0,Premium,3.0,218.0,1.0,2023-12-21
251012.0,20.0,Male,37.0,2.0,3.0,13.0,Basic,3.0,235.64,1.0,2023-12-14
152119.0,44.0,Female,37.0,20.0,1.0,21.0,Premium,1.0,602.0,1.0,2023-12-03
212199.0,21.0,Female,12.0,28.0,3.0,30.0,Basic,12.0,641.97,1.0,2023-12-24
2377.0,59.0,Male,58.0,10.0,5.0,21.0,Premium,1.0,778.0,1.0,2023-12-13
385533.0,43.0,Male,39.0,28.0,2.0,17.0,Standard,12.0,698.41,0.0,2023-12-31
347920.0,26.0,Female,50.0,3.0,1.0,0.0,Basic,12.0,922.01,0.0,2023-12-31
69264.0,31.0,Male,16.0,25.0,4.0,29.0,Basic,3.0,757.0,1.0,2023-12-22
406685.0,45.0,Male,14.0,19.0,2.0,19.0,Basic,12.0,622.15,0.0,2023-12-09
271156.0,35.0,Female,30.0,24.0,3.0,7.0,Premium,12.0,888.83,0.0,2023-12-24
177012.0,35.0,Male,27.0,30.0,3.0,16.0,Basic,1.0,739.0,1.0,2023-12-10
12612.0,27.0,Female,43.0,19.0,7.0,17.0,Premium,1.0,557.0,1.0,2023-12-20
197103.0,26.0,Female,32.0,2.0,7.0,30.0,Basic,12.0,407.0,1.0,2023-12-09
136134.0,58.0,Female,37.0,30.0,8.0,5.0,Basic,1.0,867.0,1.0,2023-12-16
365245.0,47.0,Female,16.0,17.0,0.0,1.0,Basic,3.0,882.54,0.0,2023-12-30
25224.0,29.0,Female,35.0,28.0,4.0,24.0,Basic,3.0,265.0,1.0,2023-12-04
410195.0,38.0,Female,60.0,2.0,0.0,1.0,Premium,12.0,650.45,0.0,2023-12-21
204339.0,24.0,Female,43.0,20.0,7.0,5.0,Premium,1.0,768.84,1.0,2023-12-22
107778.0,61.0,Male,34.0,21.0,6.0,23.0,Standard,3.0,857.0,1.0,2023-12-30
337282.0,44.0,Female,45.0,11.0,3.0,0.0,Standard,12.0,999.96,0.0,2023-12-23
318297.0,40.0,Male,9.0,13.0,0.0,3.0,Premium,3.0,581.65,0.0,2023-12-21
168761.0,20.0,Female,54.0,10.0,7.0,17.0,Basic,3.0,889.0,1.0,2023-12-26
443563.0,39.0,Male,10.0,22.0,0.0,0.0,Basic,3.0,904.77,0.0,2023-12-18
323526.0,40.0,Male,41.0,22.0,0.0,2.0,Standard,12.0,576.68,0.0,2023-12-07
447288.0,40.0,Male,47.0,22.0,3.0,10.0,Standard,12.0,983.57,0.0,2023-12-14
444736.0,18.0,Male,60.0,15.0,1.0,8.0,Basic,12.0,580.92,0.0,2023-12-19
307682.0,32.0,Male,29.0,28.0,1.0,5.0,Premium,12.0,623.81,0.0,2023-12-05
221664.0,18.0,Female,54.0,21.0,0.0,21.0,Basic,1.0,674.13,1.0,2023-12-29
314091.0,45.0,Male,30.0,30.0,4.0,0.0,Basic,12.0,919.28,0.0,2023-12-26
333919.0,38.0,Male,1.0,18.0,3.0,4.0,Standard,3.0,880.27,0.0,2023-12-28
99734.0,56.0,Female,42.0,9.0,10.0,23.0,Premium,3.0,324.0,1.0,2023-12-21
106894.0,30.0,Female,51.0,8.0,5.0,23.0,Basic,12.0,747.0,1.0,2023-12-17
325545.0,28.0,Male,19.0,25.0,1.0,18.0,Premium,3.0,588.45,0.0,2023-12-13
273487.0,34.0,Male,21.0,18.0,3.0,16.0,Basic,3.0,604.43,0.0,2023-12-10
116431.0,25.0,Female,38.0,20.0,7.0,20.0,Premium,12.0,499.0,1.0,2023-12-25
177097.0,24.0,Female,42.0,5.0,8.0,18.0,Standard,3.0,687.0,1.0,2023-12-12
110561.0,52.0,Female,42.0,23.0,6.0,6.0,Standard,12.0,276.0,1.0,2023-12-24
163236.0,33.0,Male,57.0,1.0,5.0,28.0,Basic,12.0,345.0,1.0,2023-12-10
161971.0,31.0,Female,36.0,7.0,0.0,2.0,Premium,3.0,737.0,1.0,2023-12-03
213812.0,23.0,Male,60.0,2.0,3.0,4.0,Premium,1.0,326.59,1.0,2023-12-16
39815.0,20.0,Female,28.0,11.0,0.0,20.0,Premium,1.0,294.0,1.0,2023-12-22
292772.0,41.0,Female,50.0,27.0,1.0,6.0,Basic,12.0,816.19,0.0,2023-12-22
206686.0,61.0,Male,24.0,18.0,5.0,16.0,Premium,12.0,594.43,1.0,2023-12-21
72777.0,48.0,Male,44.0,8.0,0.0,17.0,Standard,1.0,933.0,1.0,2023-12-12
151972.0,53.0,Male,34.0,26.0,6.0,21.0,Basic,3.0,317.0,1.0,2023-12-24
227935.0,49.0,Male,49.0,19.0,7.0,11.0,Basic,3.0,282.4,1.0,2023-12-29
41345.0,21.0,Male,19.0,6.0,5.0,18.0,Standard,3.0,426.0,1.0,2023-12-03
156977.0,53.0,Male,37.0,13.0,3.0,7.0,Premium,3.0,217.0,1.0,2023-12-26
139566.0,60.0,Male,10.0,2.0,10.0,13.0,Standard,1.0,505.0,1.0,2023-12-14
200177.0,46.0,Female,27.0,25.0,6.0,7.0,Standard,3.0,123.0,1.0,2023-12-06
193952.0,24.0,Male,2.0,13.0,10.0,6.0,Standard,1.0,538.0,1.0,2023-12-02
446504.0,49.0,Male,43.0,14.0,4.0,10.0,Premium,12.0,554.76,0.0,2023-12-08
47035.0,38.0,Female,42.0,4.0,8.0,6.0,Premium,12.0,593.0,1.0,2023-12-04
336154.0,50.0,Female,36.0,16.0,3.0,18.0,Standard,12.0,859.44,0.0,2023-12-26
428708.0,27.0,Female,19.0,11.0,0.0,20.0,Standard,12.0,516.63,0.0,2023-12-21
110155.0,36.0,Female,28.0,2.0,8.0,25.0,Premium,12.0,176.0,1.0,2023-12-08
155591.0,32.0,Female,41.0,14.0,1.0,13.0,Standard,1.0,988.0,1.0,2023-12-25
109088.0,65.0,Male,18.0,15.0,8.0,23.0,Premium,12.0,752.0,1.0,2023-12-13
170471.0,47.0,Female,20.0,22.0,9.0,3.0,Standard,1.0,264.0,1.0,2023-12-05
113709.0,55.0,Male,50.0,20.0,4.0,25.0,Standard,12.0,580.0,1.0,2023-12-14
362094.0,46.0,Female,33.0,23.0,0.0,1.0,Standard,12.0,543.9,0.0,2023-12-31
34787.0,22.0,Female,16.0,26.0,7.0,1.0,Standard,3.0,793.0,1.0,2023-12-21
256318.0,26.0,Female,18.0,17.0,5.0,7.0,Premium,12.0,389.8,1.0,2023-12-15
292516.0,33.0,Male,48.0,4.0,0.0,11.0,Premium,12.0,772.29,0.0,2023-12-08
51335.0,53.0,Male,49.0,13.0,7.0,16.0,Premium,1.0,622.0,1.0,2023-12-19
109281.0,53.0,Male,55.0,25.0,0.0,2.0,Standard,12.0,636.0,1.0,2023-12-19
212712.0,27.0,Male,27.0,12.0,5.0,21.0,Premium,1.0,553.21,1.0,2023-12-28
82324.0,25.0,Female,9.0,30.0,1.0,29.0,Premium,12.0,260.0,1.0,2023-12-07
369283.0,47.0,Male,19.0,12.0,0.0,11.0,Standard,12.0,539.75,0.0,2023-12-03
351933.0,22.0,Female,34.0,22.0,2.0,2.0,Basic,3.0,537.7,0.0,2023-12-23
261567.0,39.0,Male,12.0,27.0,3.0,9.0,Premium,12.0,728.05,0.0,2023-12-02
72635.0,58.0,Female,47.0,4.0,6.0,16.0,Premium,12.0,303.0,1.0,2023-12-12
239773.0,52.0,Female,60.0,9.0,2.0,21.0,Standard,3.0,272.78,1.0,2023-12-16
4806.0,39.0,Female,10.0,20.0,10.0,18.0,Basic,1.0,755.0,1.0,2023-12-09
118907.0,50.0,Male,58.0,7.0,1.0,27.0,Standard,12.0,439.0,1.0,2023-12-06
218598.0,31.0,Female,12.0,30.0,7.0,18.0,Standard,12.0,819.16,1.0,2023-12-31
198848.0,61.0,Male,41.0,3.0,1.0,12.0,Premium,12.0,819.0,1.0,2023-12-13
421950.0,33.0,Male,8.0,6.0,2.0,16.0,Basic,3.0,789.33,0.0,2023-12-02
201960.0,33.0,Male,2.0,19.0,3.0,0.0,Standard,3.0,890.0,0.0,2023-12-18
220459.0,33.0,Male,52.0,7.0,9.0,5.0,Basic,1.0,214.6,1.0,2023-12-24
260360.0,47.0,Male,13.0,1.0,9.0,20.0,Basic,3.0,321.47,1.0,2023-12-08
289315.0,24.0,Male,9.0,30.0,0.0,17.0,Standard,3.0,891.59,0.0,2023-12-06
270492.0,39.0,Female,38.0,3.0,0.0,18.0,Standard,12.0,621.19,0.0,2023-12-21
387284.0,19.0,Female,2.0,5.0,0.0,18.0,Standard,3.0,820.91,0.0,2023-12-20
249062.0,44.0,Female,18.0,14.0,10.0,22.0,Standard,12.0,516.85,1.0,2023-12-31
416432.0,33.0,Male,22.0,12.0,3.0,10.0,Basic,3.0,993.76,0.0,2023-12-21
442502.0,26.0,Male,53.0,11.0,1.0,16.0,Standard,12.0,515.59,0.0,2023-12-30
41710.0,21.0,Female,34.0,8.0,10.0,24.0,Standard,3.0,117.0,1.0,2023-12-09
1711.0,35.0,Female,3.0,2.0,1.0,24.0,Standard,1.0,375.0,1.0,2023-12-13
21460.0,19.0,Male,21.0,5.0,7.0,18.0,Standard,12.0,834.0,1.0,2023-12-11
227924.0,31.0,Male,57.0,28.0,0.0,19.0,Basic,1.0,775.12,1.0,2023-12-25
326697.0,46.0,Male,12.0,23.0,4.0,19.0,Premium,12.0,843.15,0.0,2023-12-29
253782.0,63.0,Female,19.0,12.0,0.0,4.0,Premium,12.0,833.56,1.0,2023-12-11
386841.0,20.0,Male,9.0,29.0,0.0,5.0,Standard,3.0,863.72,0.0,2023-12-19
97937.0,25.0,Female,7.0,30.0,2.0,30.0,Premium,3.0,859.0,1.0,2023-12-28
25364.0,50.0,Male,55.0,23.0,6.0,29.0,Standard,1.0,520.0,1.0,2023-12-05
276087.0,42.0,Female,54.0,11.0,2.0,4.0,Basic,12.0,576.25,0.0,2023-12-18
418261.0,47.0,Female,34.0,13.0,4.0,14.0,Standard,12.0,687.67,0.0,2023-12-26
108525.0,56.0,Male,30.0,25.0,4.0,3.0,Standard,3.0,399.0,1.0,2023-12-03
389717.0,30.0,Male,52.0,7.0,0.0,2.0,Premium,3.0,863.79,0.0,2023-12-12
245695.0,61.0,Male,15.0,13.0,3.0,21.0,Basic,12.0,423.98,1.0,2023-12-13
439659.0,25.0,Male,39.0,17.0,1.0,9.0,Premium,12.0,512.57,0.0,2023-12-06
7615.0,39.0,Female,16.0,23.0,0.0,27.0,Standard,12.0,344.0,1.0,2023-12-14
437764.0,21.0,Male,15.0,22.0,1.0,2.0,Basic,3.0,565.52,0.0,2023-12-05
359200.0,22.0,Male,48.0,17.0,2.0,1.0,Standard,12.0,567.3,0.0,2023-12-11
96861.0,45.0,Female,21.0,4.0,2.0,0.0,Premium,3.0,919.0,1.0,2023-12-12
12294.0,64.0,Female,14.0,6.0,1.0,11.0,Basic,3.0,606.0,1.0,2023-12-22
434419.0,21.0,Male,51.0,9.0,0.0,13.0,Premium,3.0,503.62,0.0,2023-12-06
170586.0,40.0,Female,25.0,19.0,8.0,11.0,Standard,3.0,565.0,1.0,2023-12-05
387256.0,26.0,Female,17.0,25.0,2.0,19.0,Standard,3.0,594.97,0.0,2023-12-30
214949.0,26.0,Female,1.0,12.0,7.0,28.0,Standard,1.0,616.29,1.0,2023-12-14
143004.0,47.0,Female,29.0,1.0,10.0,28.0,Premium,12.0,489.0,1.0,2023-12-04
296425.0,37.0,Male,9.0,5.0,2.0,3.0,Basic,12.0,714.48,0.0,2023-12-20
306026.0,31.0,Male,26.0,28.0,1.0,3.0,Premium,12.0,833.71,0.0,2023-12-09
131185.0,54.0,Male,41.0,6.0,10.0,13.0,Basic,3.0,110.0,1.0,2023-12-17
163671.0,26.0,Female,60.0,25.0,3.0,1.0,Premium,3.0,702.0,1.0,2023-12-08
130276.0,29.0,Female,57.0,3.0,1.0,26.0,Basic,12.0,129.0,1.0,2023-12-23
168427.0,56.0,Female,32.0,4.0,9.0,11.0,Standard,12.0,393.0,1.0,2023-12-13
108541.0,25.0,Male,12.0,30.0,0.0,24.0,Standard,12.0,996.0,1.0,2023-12-20
208803.0,23.0,Female,19.0,1.0,10.0,1.0,Standard,12.0,911.08,1.0,2023-12-27
341014.0,41.0,Female,32.0,20.0,4.0,10.0,Premium,12.0,644.05,0.0,2023-12-28
386907.0,29.0,Male,43.0,6.0,2.0,5.0,Standard,12.0,602.33,0.0,2023-12-02
202718.0,49.0,Female,11.0,25.0,5.0,27.0,Premium,1.0,388.0,1.0,2023-12-31
116110.0,18.0,Male,24.0,3.0,2.0,24.0,Basic,1.0,501.0,1.0,2023-12-25
376047.0,45.0,Male,37.0,13.0,2.0,13.0,Standard,12.0,757.58,0.0,2023-12-17
280735.0,44.0,Female,10.0,8.0,2.0,11.0,Basic,12.0,794.01,0.0,2023-12-27
311708.0,40.0,Male,28.0,14.0,1.0,13.0,Premium,3.0,785.07,0.0,2023-12-11
229495.0,57.0,Female,58.0,10.0,0.0,8.0,Premium,1.0,646.11,1.0,2023-12-31
72197.0,34.0,Female,20.0,20.0,6.0,23.0,Premium,1.0,168.0,1.0,2023-12-25
385959.0,31.0,Female,17.0,14.0,1.0,10.0,Standard,12.0,794.65,0.0,2023-12-28
22896.0,52.0,Male,47.0,4.0,7.0,21.0,Standard,12.0,218.0,1.0,2023-12-17
286580.0,27.0,Female,53.0,4.0,2.0,12.0,Premium,12.0,751.39,0.0,2023-12-19
58426.0,64.0,Male,57.0,29.0,6.0,9.0,Premium,1.0,811.0,1.0,2023-12-06
281728.0,49.0,Male,36.0,16.0,3.0,8.0,Standard,3.0,843.09,0.0,2023-12-14
316308.0,46.0,Female,38.0,7.0,3.0,10.0,Basic,12.0,665.31,0.0,2023-12-19
39800.0,41.0,Female,23.0,26.0,5.0,27.0,Basic,3.0,840.0,1.0,2023-12-08
69140.0,36.0,Female,15.0,16.0,1.0,8.0,Basic,12.0,490.0,1.0,2023-12-16
315990.0,31.0,Male,39.0,13.0,1.0,2.0,Basic,3.0,874.07,0.0,2023-12-02
11304.0,18.0,Female,52.0,23.0,2.0,6.0,Premium,1.0,569.0,1.0,2023-12-05
313361.0,23.0,Male,42.0,3.0,0.0,5.0,Premium,3.0,615.14,0.0,2023-12-30
200027.0,19.0,Male,13.0,3.0,3.0,27.0,Standard,1.0,957.0,1.0,2023-12-12
64482.0,28.0,Female,9.0,3.0,7.0,8.0,Standard,12.0,709.0,1.0,2023-12-11
353175.0,39.0,Female,36.0,20.0,0.0,20.0,Standard,3.0,782.2,0.0,2023-12-30
437261.0,20.0,Female,5.0,2.0,2.0,15.0,Standard,12.0,882.76,0.0,2023-12-30
9928.0,47.0,Female,53.0,6.0,10.0,5.0,Premium,1.0,342.0,1.0,2023-12-27
363186.0,26.0,Male,60.0,2.0,1.0,13.0,Premium,3.0,809.07,0.0,2023-12-08
6673.0,54.0,Female,22.0,10.0,5.0,16.0,Basic,1.0,329.0,1.0,2023-12-25
430177.0,41.0,Male,10.0,30.0,2.0,13.0,Premium,3.0,595.75,0.0,2023-12-25
364608.0,22.0,Female,56.0,6.0,2.0,16.0,Basic,3.0,532.63,0.0,2023-12-24
116836.0,22.0,Female,56.0,3.0,8.0,19.0,Standard,1.0,737.0,1.0,2023-12-11
191198.0,53.0,Female,2.0,7.0,8.0,4.0,Standard,12.0,391.0,1.0,2023-12-31
16226.0,55.0,Female,50.0,26.0,7.0,20.0,Standard,1.0,549.0,1.0,2023-12-16
142158.0,62.0,Male,18.0,7.0,9.0,14.0,Basic,12.0,386.0,1.0,2023-12-06
143559.0,59.0,Female,41.0,19.0,1.0,10.0,Standard,12.0,975.0,1.0,2023-12-17
324525.0,30.0,Male,15.0,25.0,0.0,4.0,Basic,12.0,585.68,0.0,2023-12-24
400868.0,40.0,Male,56.0,15.0,1.0,17.0,Premium,12.0,670.65,0.0,2023-12-10
286574.0,33.0,Male,45.0,10.0,2.0,7.0,Standard,12.0,842.05,0.0,2023-12-06
37064.0,22.0,Male,40.0,22.0,8.0,27.0,Premium,3.0,211.0,1.0,2023-12-18
369724.0,39.0,Male,18.0,17.0,1.0,13.0,Premium,12.0,514.96,0.0,2023-12-15
174385.0,53.0,Male,18.0,27.0,3.0,4.0,Basic,12.0,210.0,1.0,2023-12-22
127309.0,42.0,Female,34.0,8.0,2.0,16.0,Standard,3.0,790.0,1.0,2023-12-16
55915.0,21.0,Male,12.0,19.0,3.0,6.0,Standard,12.0,318.0,1.0,2023-12-24
230248.0,45.0,Male,8.0,2.0,1.0,7.0,Standard,12.0,116.37,1.0,2023-12-14
278516.0,46.0,Male,48.0,3.0,0.0,6.0,Standard,12.0,962.35,0.0,2023-12-02
432492.0,20.0,Male,42.0,10.0,2.0,2.0,Premium,3.0,506.99,0.0,2023-12-13
342808.0,32.0,Male,48.0,23.0,3.0,10.0,Basic,3.0,735.83,0.0,2023-12-14
21910.0,20.0,Female,9.0,15.0,3.0,17.0,Standard,3.0,370.0,1.0,2023-12-25
323931.0,47.0,Male,23.0,13.0,0.0,17.0,Basic,12.0,765.87,0.0,2023-12-16
318148.0,46.0,Female,59.0,9.0,0.0,13.0,Basic,3.0,845.8,0.0,2023-12-26
240672.0,29.0,Female,55.0,12.0,2.0,17.0,Basic,1.0,498.81,1.0,2023-12-14
186543.0,32.0,Male,52.0,16.0,8.0,5.0,Standard,12.0,387.0,1.0,2023-12-25
75065.0,65.0,Male,19.0,5.0,8.0,30.0,Standard,3.0,615.0,1.0,2023-12-10
20462.0,56.0,Female,48.0,30.0,2.0,4.0,Premium,3.0,266.0,1.0,2023-12-11
421472.0,22.0,Female,56.0,20.0,2.0,16.0,Basic,3.0,838.81,0.0,2023-12-29
57516.0,18.0,Female,55.0,24.0,10.0,23.0,Standard,1.0,724.0,1.0,2023-12-05
423986.0,36.0,Male,60.0,26.0,1.0,19.0,Basic,12.0,861.48,0.0,2023-12-10
375831.0,46.0,Male,1.0,14.0,1.0,2.0,Premium,3.0,613.85,0.0,2023-12-25
317070.0,50.0,Female,29.0,22.0,5.0,15.0,Basic,12.0,593.13,0.0,2023-12-22
99922.0,40.0,Male,58.0,4.0,10.0,22.0,Basic,12.0,608.0,1.0,2023-12-15
283609.0,22.0,Female,34.0,11.0,0.0,15.0,Basic,12.0,839.12,0.0,2023-12-31
237647.0,20.0,Female,43.0,3.0,2.0,3.0,Basic,12.0,881.65,1.0,2023-12-13
176571.0,48.0,Male,38.0,3.0,8.0,9.0,Basic,1.0,396.0,1.0,2023-12-31
277082.0,26.0,Male,45.0,6.0,0.0,12.0,Premium,12.0,912.7,0.0,2023-12-04
31055.0,53.0,Female,32.0,18.0,3.0,0.0,Basic,1.0,138.0,1.0,2023-12-31
368804.0,50.0,Male,18.0,26.0,0.0,3.0,Basic,12.0,870.94,0.0,2023-12-09
223534.0,42.0,Female,9.0,20.0,5.0,15.0,Basic,1.0,286.43,1.0,2023-12-23
84047.0,31.0,Male,33.0,19.0,1.0,19.0,Premium,1.0,571.0,1.0,2023-12-06
